root=Art_Sparxie_00
avatar=Avatar_Sparxie_00_Model_CharaAvatar
format=smrPath	index	bonePath(m_Bones)	boneHash(hex)	hashPath(avatar)	status
Art_Sparxie_00/Body	137	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT/ClothSecDR_08_JNT/ClothPendant_R_00_JNT/ClothPendant_R_01_JNT	0xC743773B	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT/ClothSecDR_08_JNT/ClothPendant_R_00_JNT/ClothPendant_R_01_JNT	match
Art_Sparxie_00/Body	138	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT/ClothSecDR_08_JNT/ClothPendant_R_00_JNT/ClothPendant_R_01_JNT/ClothPendant_R_02_JNT	0x35A29D40	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecDR_00_JNT/ClothSecDR_01_JNT/ClothSecDR_02_JNT/ClothSecDR_03_JNT/ClothSecDR_04_JNT/ClothSecDR_05_JNT/ClothSecDR_06_JNT/ClothSecDR_07_JNT/ClothSecDR_08_JNT/ClothPendant_R_00_JNT/ClothPendant_R_01_JNT/ClothPendant_R_02_JNT	match
Art_Sparxie_00/Body	139	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/RibbonBack_01_JNT	0x0DFDEF87	Main/Root_M/Spine1_M/Spine2_M/RibbonBack_01_JNT	match
Art_Sparxie_00/Body	140	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/RibbonBack_01_JNT/RibbonBack_02_JNT	0x515E459A	Main/Root_M/Spine1_M/Spine2_M/RibbonBack_01_JNT/RibbonBack_02_JNT	match
Art_Sparxie_00/Body	141	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRibbon_B_00_JNT	0x3633A69B	Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRibbon_B_00_JNT	match
Art_Sparxie_00/Body	142	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRibbon_B_00_JNT/PendantRibbon_B_01_JNT	0xDBC9A959	Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRibbon_B_00_JNT/PendantRibbon_B_01_JNT	match
Art_Sparxie_00/Body	143	Art_Sparxie_00/Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT/skirtBackLeft_03_JNT/SkirtBow_BL_00_JNT	0x35D1B7E8	Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT/skirtBackLeft_03_JNT/SkirtBow_BL_00_JNT	match
Art_Sparxie_00/Body	144	Art_Sparxie_00/Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT/skirtBackLeft_03_JNT/SkirtBow_BL_00_JNT/SkirtBow_BL_01_JNT	0xB169223C	Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT/skirtBackLeft_03_JNT/SkirtBow_BL_00_JNT/SkirtBow_BL_01_JNT	match
Art_Sparxie_00/Body	145	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_DFR_00_JNT	0x68AA977C	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_DFR_00_JNT	match
Art_Sparxie_00/Body	146	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_DFR_00_JNT/ShoulderCard_DFR_01_JNT	0x6E907CED	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_DFR_00_JNT/ShoulderCard_DFR_01_JNT	match
Art_Sparxie_00/Body	147	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_DBR_00_JNT	0x3546C670	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_DBR_00_JNT	match
Art_Sparxie_00/Body	148	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_DBR_00_JNT/ShoulderCard_DBR_01_JNT	0xE8B66E2D	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_DBR_00_JNT/ShoulderCard_DBR_01_JNT	match
Art_Sparxie_00/Body	149	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/Earring_L_00_JNT	0x43E27D58	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/Earring_L_00_JNT	match
Art_Sparxie_00/Body	150	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HatPendant_R_00_JNT	0x702E5455	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HatPendant_R_00_JNT	match
Art_Sparxie_00/Body	151	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT	0x345E50F3	Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT	match
Art_Sparxie_00/Body	152	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRow_ML_00_JNT	0x48C926D7	Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRow_ML_00_JNT	match
Art_Sparxie_00/Body	153	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRow_MR_00_JNT	0x21F805CE	Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRow_MR_00_JNT	match
Art_Sparxie_00/Body	154	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HatPendant_R_00_JNT/HatPendant_R_01_JNT	0x3EB9CCAA	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/HatPendant_R_00_JNT/HatPendant_R_01_JNT	match
Art_Sparxie_00/Body	155	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbon_FR_00_JNT	0xE8CD560C	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbon_FR_00_JNT	match
Art_Sparxie_00/Body	156	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbon_FL_00_JNT	0x81FC7515	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbon_FL_00_JNT	match
Art_Sparxie_00/Body	157	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Collar_BL_00_JNT	0xB1AB2FCF	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Collar_BL_00_JNT	match
Art_Sparxie_00/Body	158	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Collar_BR_00_JNT	0xEF144247	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Collar_BR_00_JNT	match
Art_Sparxie_00/Body	159	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Collar_BL_00_JNT/Collar_BL_01_JNT	0x65E7EFC2	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Collar_BL_00_JNT/Collar_BL_01_JNT	match
Art_Sparxie_00/Body	160	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Collar_BR_00_JNT/Collar_BR_01_JNT	0x5A798B99	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Collar_BR_00_JNT/Collar_BR_01_JNT	match
Art_Sparxie_00/Body	161	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_UR_00_JNT	0x43D7FBBC	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_UR_00_JNT	match
Art_Sparxie_00/Body	162	Art_Sparxie_00/Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT/skirtBackLeft_03_JNT/SkirtBow_BL_00_JNT/SkirtBowPartA_00_JNT	0xF16CE96E	Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT/skirtBackLeft_03_JNT/SkirtBow_BL_00_JNT/SkirtBowPartA_00_JNT	match
Art_Sparxie_00/Body	163	Art_Sparxie_00/Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT/skirtBackLeft_03_JNT/SkirtBow_BL_00_JNT/SkirtBowPartB_00_JNT	0x7FE3EE8D	Main/Root_M/Spine1_M/skirt_JNT/skirtBackLeft_01_JNT/skirtBackLeft_02_JNT/skirtBackLeft_03_JNT/SkirtBow_BL_00_JNT/SkirtBowPartB_00_JNT	match
Art_Sparxie_00/Body	164	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecPartUL_01_JNT	0xED97248F	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_L/Shoulder_L/Elbow_L/ClothL_All_JNT/ClothSecUL_00_JNT/ClothSecUL_01_JNT/ClothSecPartUL_01_JNT	match
Art_Sparxie_00/Body	165	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecPartUR_01_JNT	0x03A291CA	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/Elbow_R/ClothR_All_JNT/ClothSecUR_00_JNT/ClothSecUR_01_JNT/ClothSecPartUR_01_JNT	match
Art_Sparxie_00/Body	166	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonB_FM_00_JNT	0x704ED4E2	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonB_FM_00_JNT	match
Art_Sparxie_00/Body	167	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonB_FM_00_JNT/PendantRibbonB_FM_01_JNT	0xD4DC715A	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantRibbonB_FM_00_JNT/PendantRibbonB_FM_01_JNT	match
Art_Sparxie_00/Body	168	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_UR_00_JNT/ShoulderCard_c_UR_00_JNT	0x76E3484A	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_UR_00_JNT/ShoulderCard_c_UR_00_JNT	match
Art_Sparxie_00/Body	169	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_UR_00_JNT/ShoulderCard_b_UR_00_JNT	0xB76D978A	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_UR_00_JNT/ShoulderCard_b_UR_00_JNT	match
Art_Sparxie_00/Body	170	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_UR_00_JNT/ShoulderCard_a_UR_00_JNT	0x2E8FF18B	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Scapula_R/Shoulder_R/ShoulderPart1_R/ShoulderCard_UR_00_JNT/ShoulderCard_a_UR_00_JNT	match
Art_Sparxie_00/Body	171	Art_Sparxie_00/Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT	0x7D1C0F13	Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT	match
Art_Sparxie_00/Body	172	Art_Sparxie_00/Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT/SkirtRibbon_L_02_JNT	0x971FEB02	Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT/SkirtRibbon_L_02_JNT	match
Art_Sparxie_00/Body	173	Art_Sparxie_00/Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT/SkirtRibbon_L_02_JNT/SkirtRibbon_L_03_JNT	0x8C2A655F	Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT/SkirtRibbon_L_02_JNT/SkirtRibbon_L_03_JNT	match
Art_Sparxie_00/Body	174	Art_Sparxie_00/Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT/SkirtRibbon_L_02_JNT/SkirtRibbon_L_03_JNT/SkirtRibbon_L_04_JNT	0x83EF8C98	Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT/SkirtRibbon_L_02_JNT/SkirtRibbon_L_03_JNT/SkirtRibbon_L_04_JNT	match
Art_Sparxie_00/Body	175	Art_Sparxie_00/Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT/SkirtRibbon_L_02_JNT/SkirtRibbon_L_03_JNT/SkirtRibbon_L_04_JNT/SkirtRibbon_L_05_JNT	0xB29FB34D	Main/Root_M/Spine1_M/skirt_JNT/SkirtRibbon_L_01_JNT/SkirtRibbon_L_02_JNT/SkirtRibbon_L_03_JNT/SkirtRibbon_L_04_JNT/SkirtRibbon_L_05_JNT	match
Art_Sparxie_00/Body	176	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRow_MR_00_JNT/PendantRow_MR_01_JNT	0x7DC1D69D	Main/Root_M/Spine1_M/Spine2_M/PendantRibbonBase_B_00_JNT/PendantRow_MR_00_JNT/PendantRow_MR_01_JNT	match
Art_Sparxie_00/Body	177	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantBow_a_FL_00_JNT	0xD9D1F5F2	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantBow_a_FL_00_JNT	match
Art_Sparxie_00/Body	178	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantBow_a_FR_00_JNT	0xB0E0D6EB	Main/Root_M/Spine1_M/Spine2_M/Pendant_FM_00_JNT/PendantBow_a_FR_00_JNT	match
Art_Sparxie_00/Body	179	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/NeckRow_L_00_JNT	0xF9A431ED	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/NeckRow_L_00_JNT	match
Art_Sparxie_00/Body	180	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/NeckRow_R_00_JNT	0x909512F4	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/NeckRow_R_00_JNT	match
Art_Sparxie_00/Face	0	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M	0x8B0478E5	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M	match
Art_Sparxie_00/Face	1	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_Inn_L	0xA3185B44	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_Inn_L	match
Art_Sparxie_00/Face	2	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_Mid_L	0xC6D840EB	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_Mid_L	match
Art_Sparxie_00/Face	3	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_Out_L	0xBAF158DC	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_Out_L	match
Art_Sparxie_00/Face	4	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/socketUpper_L	0xB3A7B654	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/socketUpper_L	match
Art_Sparxie_00/Face	5	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipUpper_00_L	0xC529636C	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipUpper_00_L	match
Art_Sparxie_00/Face	6	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipUpper_01_L	0xC4EB095B	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipUpper_01_L	match
Art_Sparxie_00/Face	7	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipLower_01_L	0x66EC27C0	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipLower_01_L	match
Art_Sparxie_00/Face	8	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipConner_L	0x170D7D26	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipConner_L	match
Art_Sparxie_00/Face	9	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipLower_00_L	0x672E4DF7	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipLower_00_L	match
Art_Sparxie_00/Face	10	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthUpper_01_L	0xB25F7B8D	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthUpper_01_L	match
Art_Sparxie_00/Face	11	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthUpper_02_L	0xB019C5D4	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthUpper_02_L	match
Art_Sparxie_00/Face	12	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthUpper_03_L	0xB1DBAFE3	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthUpper_03_L	match
Art_Sparxie_00/Face	13	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/orbit_L	0x193AD4E4	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/orbit_L	match
Art_Sparxie_00/Face	14	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/chhek_L	0x6BCBDC39	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/chhek_L	match
Art_Sparxie_00/Face	15	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_M	0x840D2CA4	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_M	match
Art_Sparxie_00/Face	16	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/nosemid_M	0x077B7538	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/nosemid_M	match
Art_Sparxie_00/Face	17	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipUpper_M	0x810C3CFE	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipUpper_M	match
Art_Sparxie_00/Face	18	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipLower_M	0x33EA89BD	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipLower_M	match
Art_Sparxie_00/Face	19	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthLower_M	0xC83377BF	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthLower_M	match
Art_Sparxie_00/Face	20	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_Inn_R	0x59176627	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_Inn_R	match
Art_Sparxie_00/Face	21	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_Mid_R	0x3CD77D88	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_Mid_R	match
Art_Sparxie_00/Face	22	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_Out_R	0x40FE65BF	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/brow_Out_R	match
Art_Sparxie_00/Face	23	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/socketUpper_R	0x49A88B37	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/socketUpper_R	match
Art_Sparxie_00/Face	24	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipUpper_00_R	0x3F265E0F	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipUpper_00_R	match
Art_Sparxie_00/Face	25	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipUpper_01_R	0x3EE43438	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipUpper_01_R	match
Art_Sparxie_00/Face	26	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipLower_01_R	0x9CE31AA3	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipLower_01_R	match
Art_Sparxie_00/Face	27	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipConner_R	0xED024045	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipConner_R	match
Art_Sparxie_00/Face	28	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipLower_00_R	0x9D217094	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/lipLower_00_R	match
Art_Sparxie_00/Face	29	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthUpper_01_R	0x485046EE	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthUpper_01_R	match
Art_Sparxie_00/Face	30	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthUpper_02_R	0x4A16F8B7	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthUpper_02_R	match
Art_Sparxie_00/Face	31	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthUpper_03_R	0x4BD49280	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/mouthUpper_03_R	match
Art_Sparxie_00/Face	32	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/orbit_R	0xE335E987	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/orbit_R	match
Art_Sparxie_00/Face	33	Art_Sparxie_00/Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/chhek_R	0x91C4E15A	Main/Root_M/Spine1_M/Spine2_M/Chest_M/Neck_M/Head_M/joint_skin_GRP/joint_face/chhek_R	match
